TEAM,CONF,YEAR,POSTSEASON,SEED,G,W,WIN_PCT,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,WIN_PCT_RANK,ADJOE_RANK,ADJDE_RANK,BARTHAG_RANK,EFG_O_RANK,EFG_D_RANK,TOR_RANK,TORD_RANK,ORB_RANK,DRB_RANK,FTR_RANK,FTRD_RANK,TWOP_O_RANK,TWOP_D_RANK,THREEP_O_RANK,THREEP_D_RANK,ADJ_T_RANK,WAB_RANK
Northern Arizona,BSky,2015,NA,NA,37,22,0.594594595,100.1,101.7,0.4547,46.1,48.6,17.7,16.7,35.3,26.8,36.4,38.4,42.9,49.1,34.8,31.7,65.2,-8.6,0.711,0.374,0.56,0.482,0.165,0.569,0.766,0.134,0.888,0.068,0.468,0.412,0.062,0.375,0.574,0.858,0.554,0.491
Northern Colorado,BSky,2015,NA,NA,28,13,0.464285714,107.5,115.6,0.3007,53,55.7,16.2,20,33.6,34.3,35.1,40.4,51.4,52.9,37.5,40.2,63.5,-10.8,0.434,0.78,0.026,0.271,0.882,0.003,0.92,0.668,0.734,0.88,0.348,0.318,0.862,0.066,0.857,0.003,0.262,0.36
Portland St.,BSky,2015,NA,NA,27,13,0.481481481,100.9,107.9,0.3144,48.7,52.7,16.4,17.5,27.6,32.1,37.2,31.4,45.5,50.2,37.3,38.5,66.2,-9.9,0.471,0.431,0.192,0.302,0.457,0.14,0.898,0.234,0.18,0.64,0.534,0.846,0.22,0.249,0.837,0.058,0.685,0.4
Sacramento St.,BSky,2015,NA,NA,31,19,0.612903226,105.9,110.9,0.3714,53.9,53.8,16.6,19.6,27.2,33.3,35.5,32.3,50.9,54.7,40.8,34.8,62.7,-6.8,0.731,0.728,0.083,0.365,0.925,0.049,0.886,0.602,0.154,0.785,0.38,0.789,0.831,0.012,0.991,0.438,0.177,0.56
Southern Utah,BSky,2015,NA,NA,28,9,0.321428571,96.8,109.4,0.1963,52.3,51.5,20.1,15.7,22.6,29.3,38.7,50.6,48.4,49.6,39.7,37.2,68,-14.8,0.185,0.211,0.135,0.137,0.851,0.212,0.32,0.042,0.028,0.26,0.645,0.035,0.602,0.32,0.971,0.149,0.894,0.148
Weber St.,BSky,2015,NA,NA,28,11,0.392857143,98.1,105.2,0.3086,48,50.8,20.5,16.6,28.8,30.2,46,31.5,45,49.6,34.9,35.9,63.2,-11.9,0.291,0.268,0.358,0.291,0.382,0.318,0.229,0.12,0.262,0.351,0.948,0.838,0.18,0.32,0.588,0.28,0.24,0.294
Campbell,BSth,2015,NA,NA,29,7,0.24137931,96,107.8,0.2088,49.8,52.5,20.1,19,27.5,30.8,35.9,42.4,46.5,52.7,36,34.7,61.8,-17.5,0.08,0.174,0.198,0.145,0.631,0.149,0.32,0.508,0.171,0.434,0.422,0.198,0.34,0.075,0.745,0.458,0.111,0.065
Charleston Southern,BSth,2015,NA,NA,28,16,0.571428571,103.9,107.4,0.4061,48.5,52.4,17.2,18.9,33.4,28.5,34.9,32.4,46.7,50.5,33.7,36.7,65.7,-6.2,0.648,0.582,0.229,0.422,0.448,0.158,0.832,0.48,0.708,0.174,0.334,0.783,0.371,0.238,0.442,0.198,0.62,0.591
Gardner Webb,BSth,2015,NA,NA,31,16,0.516129032,105.2,109.8,0.3783,51,53.4,17.4,17.1,29.8,31.8,37.7,29.1,50.4,51.9,34.6,37.8,68,-7.7,0.537,0.688,0.109,0.374,0.76,0.08,0.803,0.177,0.385,0.591,0.58,0.929,0.8,0.103,0.551,0.098,0.894,0.52
High Point,BSth,2015,NA,NA,30,20,0.666666667,104.5,104.9,0.4898,51.9,51.3,17.5,19.8,30.6,31.5,34.1,31.5,49.3,49.8,38.6,35.8,62.8,-3.9,0.817,0.642,0.38,0.514,0.811,0.249,0.798,0.642,0.477,0.537,0.277,0.838,0.725,0.292,0.922,0.3,0.191,0.72
Liberty,BSth,2015,NA,NA,28,4,0.142857143,89.8,109.4,0.0938,46,50.2,24.5,18.1,30.6,32.5,40.2,41.8,45.8,48,31,35.6,66.2,-20.5,0.02,0.037,0.135,0.04,0.151,0.378,0.015,0.331,0.477,0.691,0.742,0.243,0.262,0.518,0.131,0.329,0.685,0.025
Longwood,BSth,2015,NA,NA,32,9,0.28125,95.5,108.7,0.1834,49,52.6,20.7,20.8,26.9,35.2,30,45,44.9,50.5,36.9,37.5,67,-18.1,0.145,0.16,0.163,0.117,0.5,0.143,0.198,0.791,0.142,0.937,0.054,0.1,0.168,0.238,0.808,0.132,0.797,0.051
Presbyterian,BSth,2015,NA,NA,28,6,0.214285714,94.8,111.4,0.1351,48.4,54,20.9,15.9,27.3,33.6,33.3,28.7,48.8,50.6,31.7,38.9,62.4,-17.1,0.045,0.137,0.063,0.082,0.425,0.043,0.172,0.057,0.162,0.811,0.234,0.938,0.651,0.229,0.202,0.029,0.145,0.077
Radford,BSth,2015,NA,NA,31,19,0.612903226,102.7,104.3,0.4552,50,48.4,18.1,18.8,34.5,32.7,35.4,36.3,50.5,47.8,32.6,33.4,65.3,-6.3,0.731,0.542,0.412,0.488,0.665,0.598,0.715,0.457,0.817,0.711,0.368,0.538,0.802,0.535,0.305,0.652,0.571,0.582
UNC Asheville,BSth,2015,NA,NA,28,12,0.428571429,100.3,107.4,0.3131,49.9,49.7,20.8,18.3,31.6,32.2,35.4,43.3,48.2,49,35.2,33.9,68.4,-11.6,0.388,0.388,0.229,0.3,0.654,0.438,0.186,0.362,0.58,0.651,0.368,0.152,0.577,0.398,0.64,0.566,0.92,0.314
Winthrop,BSth,2015,NA,NA,29,16,0.551724138,103.1,103.8,0.4796,50.8,47,17.7,19,29.4,32.3,35.9,38.4,49.2,45.9,35.5,32.7,66.2,-8.9,0.625,0.551,0.446,0.505,0.745,0.763,0.766,0.508,0.322,0.671,0.422,0.412,0.702,0.72,0.68,0.758,0.685,0.465
Cal Poly,BW,2015,NA,NA,27,11,0.407407407,101.5,100,0.5427,44.1,49.3,14.8,17.3,31.9,28.2,31.5,31.3,42.5,47.3,31.6,35.6,59.2,-9,0.34,0.477,0.643,0.588,0.054,0.498,0.989,0.214,0.622,0.14,0.12,0.855,0.051,0.569,0.188,0.329,0.014,0.44
Cal St. Fullerton,BW,2015,NA,NA,29,7,0.24137931,97.1,107,0.2464,45.7,51.3,19.2,16.6,28.5,27.1,36.7,41,44.9,48.1,31.8,38.7,66.4,-15.9,0.08,0.222,0.263,0.197,0.14,0.249,0.5,0.12,0.237,0.091,0.502,0.286,0.168,0.498,0.205,0.038,0.722,0.114
Cal St. Northridge,BW,2015,NA,NA,31,7,0.225806452,99,107.2,0.2858,45.3,51,19.5,16.6,28.4,30.5,41.1,35.9,44.3,48.5,33,36.6,65.8,-15.8,0.06,0.322,0.243,0.248,0.108,0.289,0.423,0.12,0.231,0.397,0.797,0.56,0.128,0.438,0.351,0.209,0.637,0.122
Hawaii,BW,2015,NA,NA,33,20,0.606060606,104.2,98.1,0.6685,49.3,47.6,18.7,23.4,32.2,34.4,36.7,42,49.3,45.2,32.8,34.8,69.6,-6.2,0.72,0.62,0.732,0.702,0.531,0.718,0.603,0.968,0.654,0.888,0.502,0.229,0.725,0.786,0.328,0.438,0.951,0.591
Long Beach St.,BW,2015,NA,NA,31,14,0.451612903,101.4,98.3,0.5883,47.6,49.2,20.2,21,31.5,34,34.4,36.9,46.3,49,33.2,33,65.7,-5.6,0.422,0.465,0.706,0.625,0.328,0.518,0.283,0.822,0.568,0.854,0.297,0.475,0.32,0.398,0.38,0.729,0.62,0.625
UC Davis,BW,2015,NA,NA,30,23,0.766666667,109.9,104.9,0.6306,57.3,48.4,20.9,17.9,28.6,33.7,39.3,33.3,51.7,46.5,44.1,34.6,63.1,-1,0.948,0.848,0.38,0.671,0.994,0.598,0.172,0.285,0.248,0.817,0.677,0.738,0.877,0.658,1,0.463,0.222,0.837
UC Riverside,BW,2015,NA,NA,29,12,0.413793103,96.1,100.2,0.3824,46.7,49,20.2,18.7,30.7,28.7,33.7,42.5,45.1,44.6,33,39.7,65.7,-10.1,0.348,0.177,0.635,0.388,0.225,0.535,0.283,0.431,0.488,0.202,0.254,0.192,0.188,0.838,0.351,0.009,0.62,0.394
UC Santa Barbara,BW,2015,NA,NA,31,17,0.548387097,108.1,101.3,0.6785,49.6,47.8,16.9,17.9,30.7,29.8,32,39.9,46.6,45.2,37,35.4,62.9,-5.2,0.611,0.808,0.58,0.717,0.597,0.68,0.875,0.285,0.488,0.325,0.142,0.335,0.354,0.786,0.82,0.36,0.214,0.654
College of Charleston,CAA,2015,NA,NA,33,9,0.272727273,93.7,102.7,0.2577,46,48.1,19.3,18.4,27.5,32.2,32.4,47.4,43.2,45.4,34.3,35.8,61.6,-17.1,0.14,0.108,0.498,0.208,0.151,0.638,0.472,0.382,0.171,0.651,0.162,0.063,0.071,0.763,0.508,0.3,0.094,0.077
Delaware,CAA,2015,NA,NA,30,10,0.333333333,99.1,107.3,0.2855,47.1,50,18.4,15.6,28.8,31.5,38.1,33.2,44.5,46.7,34.5,37,65.8,-14,0.208,0.331,0.232,0.245,0.271,0.398,0.658,0.04,0.262,0.537,0.611,0.746,0.148,0.635,0.534,0.169,0.637,0.191
Drexel,CAA,2015,NA,NA,29,11,0.379310345,98.2,104.1,0.3396,45,50.1,17,18.5,27.5,31.2,33.1,35.7,42.6,49,33,35.1,61.2,-12.5,0.26,0.274,0.423,0.334,0.097,0.383,0.86,0.394,0.171,0.488,0.222,0.566,0.054,0.398,0.351,0.403,0.065,0.262
Elon,CAA,2015,NA,NA,31,13,0.419354839,96.2,105.2,0.2641,47.5,51.3,19,21.2,27.9,31.9,37.6,44.1,45.1,50.6,34.5,35,68.5,-12.6,0.365,0.188,0.358,0.214,0.314,0.249,0.532,0.854,0.208,0.608,0.568,0.132,0.188,0.229,0.534,0.412,0.922,0.254
Hofstra,CAA,2015,NA,NA,34,20,0.588235294,108.7,104.6,0.6094,52.3,49.5,16,19.6,32.7,28.4,39.8,38.7,50.9,48.8,36.2,33.9,69.4,-8.3,0.685,0.82,0.392,0.648,0.851,0.466,0.94,0.602,0.688,0.154,0.711,0.395,0.831,0.412,0.757,0.566,0.948,0.502
James Madison,CAA,2015,NA,NA,33,19,0.575757576,103.1,107.6,0.3805,51.9,50.2,20.3,17.9,29,31.9,42.2,31.9,49.7,48.2,37.2,35.7,64.7,-7.2,0.657,0.551,0.209,0.38,0.811,0.378,0.26,0.285,0.288,0.608,0.86,0.818,0.745,0.478,0.831,0.318,0.471,0.534
Towson,CAA,2015,NA,NA,31,11,0.35483871,98.8,107,0.2842,44.6,47.6,21.5,14.9,41.1,29.5,48.3,45,44.4,45.7,30.1,34.2,60.9,-14.5,0.231,0.305,0.263,0.237,0.071,0.718,0.126,0.014,0.994,0.282,0.994,0.1,0.137,0.74,0.08,0.515,0.051,0.168
UNC Wilmington,CAA,2015,NA,NA,31,17,0.548387097,100.5,99.7,0.5208,47.5,47.9,18,20.4,31,32.4,37.5,47.4,46.3,46.9,34,33.5,67.9,-6.8,0.611,0.397,0.658,0.562,0.314,0.675,0.726,0.745,0.517,0.682,0.562,0.063,0.32,0.629,0.474,0.635,0.882,0.56
William & Mary,CAA,2015,NA,NA,31,18,0.580645161,111.2,106.9,0.6105,56.3,50.5,17.5,17.6,24.2,29.9,35.5,31.9,54.8,49.1,38.9,35.3,64.4,-5.5,0.671,0.891,0.272,0.651,0.985,0.346,0.798,0.245,0.06,0.337,0.38,0.818,0.977,0.375,0.934,0.375,0.431,0.631
Charlotte,CUSA,2015,NA,NA,32,14,0.4375,106.2,106.4,0.4954,51.7,50.6,19.6,18.4,33.7,31.3,36.9,33.1,49.8,48.3,37.6,36.5,67.4,-10.2,0.402,0.737,0.295,0.52,0.797,0.335,0.409,0.382,0.748,0.502,0.517,0.755,0.754,0.469,0.862,0.22,0.837,0.388
FIU,CUSA,2015,NA,NA,31,14,0.451612903,94,102.6,0.2669,48.2,48,22.6,19.2,29,31.9,37.4,36.6,48.6,46.4,31.3,33.7,65.1,-11.5,0.422,0.12,0.503,0.222,0.405,0.66,0.046,0.548,0.288,0.608,0.554,0.509,0.628,0.672,0.151,0.6,0.537,0.322
Florida Atlantic,CUSA,2015,NA,NA,27,7,0.259259259,97,108,0.2239,48.2,49.9,19.5,16.7,26,31.5,27.8,37.6,45.6,51.3,34.9,29.9,64.4,-15,0.117,0.217,0.186,0.157,0.405,0.418,0.423,0.134,0.094,0.537,0.014,0.452,0.248,0.16,0.588,0.978,0.431,0.145
Louisiana Tech,CUSA,2015,NA,NA,35,26,0.742857143,105.7,98.1,0.7016,50.7,46.9,15.6,22.4,29,35.4,33.7,31.3,51.4,45.5,32.9,33.6,67.7,-1.7,0.928,0.714,0.732,0.745,0.731,0.778,0.978,0.948,0.288,0.94,0.254,0.855,0.862,0.755,0.34,0.618,0.868,0.805
Marshall,CUSA,2015,NA,NA,30,9,0.3,94.8,102,0.301,46.2,48.6,21.6,18.6,28.2,32.5,34.9,36.6,45.9,49.1,31.1,31.7,70.4,-14.7,0.162,0.137,0.543,0.274,0.174,0.569,0.118,0.414,0.22,0.691,0.334,0.509,0.271,0.375,0.134,0.858,0.977,0.154
Middle Tennessee,CUSA,2015,NA,NA,35,18,0.514285714,100.7,100.5,0.5048,47.9,49.9,20.3,20.3,31.6,26.1,36.8,42.2,44.2,48,36.3,35.7,61.4,-8.8,0.522,0.414,0.62,0.54,0.365,0.418,0.26,0.72,0.58,0.048,0.511,0.212,0.114,0.518,0.768,0.318,0.08,0.477
North Texas,CUSA,2015,NA,NA,29,12,0.413793103,98.6,103,0.3773,46.9,49.3,20.1,20.4,31.1,33.1,40,38.2,47.8,48.1,29.9,34.2,65.9,-10.8,0.348,0.3,0.489,0.371,0.245,0.498,0.32,0.745,0.528,0.757,0.734,0.418,0.528,0.498,0.065,0.515,0.648,0.36
Old Dominion,CUSA,2015,NA,NA,35,27,0.771428571,104.3,94.4,0.7584,48.6,46.1,17.5,21,36,26.9,30.6,40.8,48.4,45.7,32.5,31.2,60.5,-1.3,0.951,0.634,0.875,0.788,0.454,0.832,0.798,0.822,0.92,0.071,0.08,0.303,0.602,0.74,0.294,0.912,0.034,0.817
Rice,CUSA,2015,NA,NA,29,10,0.344827586,100.4,103.8,0.4048,51.7,49.9,22.1,19.6,26.5,32.2,33.7,40.1,47.6,49,37.3,34.5,62.3,-13.2,0.225,0.394,0.446,0.42,0.797,0.418,0.066,0.602,0.12,0.651,0.254,0.329,0.5,0.398,0.837,0.472,0.14,0.22
Southern Miss,CUSA,2015,NA,NA,27,7,0.259259259,94.1,108.4,0.1635,48.9,53.5,22.2,20.1,26.6,34.2,34.1,31.9,48.8,53.1,32.8,36,62.3,-13.8,0.117,0.122,0.172,0.1,0.48,0.075,0.06,0.677,0.125,0.874,0.277,0.818,0.651,0.052,0.328,0.275,0.14,0.197
UTEP,CUSA,2015,NA,NA,33,22,0.666666667,104.7,97.8,0.6851,52,46.9,18.8,18.7,29.1,29.8,43.8,31.9,50.9,45.2,36.6,33.6,65,-3.7,0.817,0.662,0.749,0.725,0.822,0.778,0.569,0.431,0.302,0.325,0.902,0.818,0.831,0.786,0.782,0.618,0.505,0.731
UTSA,CUSA,2015,NA,NA,28,12,0.428571429,104.2,108.7,0.3809,47.9,52.9,18.2,20.3,35.2,31.3,42.1,29.7,47.3,51.5,32.7,36.7,66.2,-11.3,0.388,0.62,0.163,0.382,0.365,0.123,0.695,0.72,0.877,0.502,0.854,0.915,0.445,0.152,0.32,0.198,0.685,0.331
Western Kentucky,CUSA,2015,NA,NA,30,18,0.6,101.6,102,0.4873,49.6,48.6,18.9,18.9,30.4,29.2,38.7,34.1,47.2,48.1,35.6,33.1,66.8,-5.5,0.714,0.48,0.543,0.508,0.597,0.569,0.543,0.48,0.46,0.237,0.645,0.669,0.428,0.498,0.688,0.712,0.771,0.631
Cleveland St.,Horz,2015,NA,NA,32,17,0.53125,105.5,100.5,0.6382,51.7,48.8,19,21,31.9,30.6,31.1,43.7,48.9,45.6,37.9,36.2,61.4,-6.8,0.565,0.705,0.62,0.685,0.797,0.549,0.532,0.822,0.622,0.42,0.094,0.143,0.668,0.752,0.882,0.249,0.08,0.56
Detroit,Horz,2015,NA,NA,31,13,0.419354839,101.1,103.6,0.4304,49.7,52,19.3,21.2,29.4,29.8,32.4,48.3,46.3,53,37.9,33.7,68,-10.3,0.365,0.448,0.458,0.462,0.614,0.178,0.472,0.854,0.322,0.325,0.162,0.055,0.32,0.06,0.882,0.6,0.894,0.382
Green Bay,Horz,2015,NA,NA,31,22,0.709677419,102.6,93.3,0.7475,49.3,46,18.5,20.8,33.3,29.4,39.3,39.8,51.8,44,28.3,33.7,65.4,-1.1,0.891,0.537,0.903,0.782,0.531,0.846,0.632,0.791,0.694,0.271,0.677,0.346,0.885,0.88,0.014,0.6,0.585,0.828
Illinois Chicago,Horz,2015,NA,NA,32,8,0.25,99.2,109.4,0.2449,43.6,54.4,17.4,18,30.8,28.5,40,39,41.5,51.9,31.8,40.3,65.4,-16.8,0.094,0.337,0.135,0.191,0.037,0.035,0.803,0.311,0.5,0.174,0.734,0.372,0.031,0.103,0.205,0,0.585,0.085
Milwaukee,Horz,2015,NA,NA,28,12,0.428571429,100.8,103.6,0.4226,49,51.2,20,16.5,26.9,29.5,36.2,31.6,48.6,48.6,33.2,38.6,65,-9,0.388,0.422,0.458,0.442,0.5,0.263,0.335,0.105,0.142,0.282,0.445,0.829,0.628,0.426,0.38,0.049,0.505,0.44
Oakland,Horz,2015,NA,NA,31,14,0.451612903,109,109.2,0.495,52.3,53.5,18.4,16.1,30.1,30.5,38.1,34.6,51.7,52.8,35.5,36.5,67,-7.2,0.422,0.825,0.146,0.517,0.851,0.075,0.658,0.071,0.425,0.397,0.611,0.632,0.877,0.069,0.68,0.22,0.797,0.534
Wright St.,Horz,2015,NA,NA,29,9,0.310344828,96.5,103.6,0.3053,49.8,51.2,19,19.8,23.2,30.8,31.5,41.2,49,50.4,34.1,35.3,63.7,-13.7,0.174,0.2,0.458,0.288,0.631,0.263,0.532,0.642,0.034,0.434,0.12,0.269,0.685,0.243,0.491,0.375,0.297,0.205
Youngstown St.,Horz,2015,NA,NA,29,8,0.275862069,103.4,112,0.285,50.1,53.6,17.2,17.8,27.6,34.2,35.9,36.8,48.5,51.7,35.6,37.9,67.6,-14.7,0.142,0.568,0.052,0.24,0.682,0.06,0.832,0.268,0.18,0.874,0.422,0.48,0.622,0.135,0.688,0.089,0.857,0.154
NJIT,Ind,2015,NA,NA,29,17,0.586206897,103.3,104.5,0.4644,52.3,46.4,20.5,19,28.8,33.8,39,44.1,49.8,44.6,37.1,33.1,67.1,-6.2,0.682,0.562,0.403,0.497,0.851,0.823,0.229,0.508,0.262,0.831,0.668,0.132,0.754,0.838,0.825,0.712,0.811,0.591
Brown,Ivy,2015,NA,NA,29,11,0.379310345,98.3,105,0.3178,47,48.5,21.6,16.4,29.8,30.5,45,36.4,47.2,47,31.1,34.7,68.2,-12.2,0.26,0.285,0.372,0.305,0.265,0.578,0.118,0.094,0.385,0.397,0.94,0.532,0.428,0.615,0.134,0.458,0.914,0.274
Columbia,Ivy,2015,NA,NA,27,12,0.444444444,106.4,105.7,0.5179,51.6,47.9,19.4,16.2,32,29.2,28.2,38.2,49.7,47.2,35.9,33.1,60.5,-9.8,0.408,0.745,0.335,0.554,0.791,0.675,0.455,0.074,0.637,0.237,0.017,0.418,0.745,0.592,0.731,0.712,0.034,0.408
Cornell,Ivy,2015,NA,NA,29,12,0.413793103,93.9,98.1,0.3746,44.6,45.7,19,19.3,23.1,30,39.3,41.5,44.1,43.2,30.3,33.3,65.2,-11.2,0.348,0.114,0.732,0.368,0.071,0.875,0.532,0.568,0.031,0.34,0.677,0.255,0.105,0.932,0.097,0.672,0.554,0.34
Dartmouth,Ivy,2015,NA,NA,29,14,0.482758621,98.8,102.1,0.4061,49.2,49.9,20.3,21.2,30.9,28.5,35.7,42.7,47.9,47.8,34.6,35.4,63.6,-9.1,0.474,0.305,0.529,0.422,0.525,0.418,0.26,0.854,0.505,0.174,0.402,0.175,0.545,0.535,0.551,0.36,0.277,0.437
Penn,Ivy,2015,NA,NA,28,9,0.321428571,96.4,106.4,0.2427,49.1,51.2,23.6,18.1,29.5,29.1,35.8,39.8,47.7,48.1,34.6,37.6,63.7,-13,0.185,0.194,0.295,0.185,0.511,0.263,0.026,0.331,0.334,0.231,0.417,0.346,0.514,0.498,0.551,0.118,0.297,0.234
Princeton,Ivy,2015,NA,NA,29,15,0.517241379,105.4,104.5,0.5258,54.3,49.6,18.8,18.5,20.7,26.4,46.1,41.8,53,47.2,37.3,36.9,65.2,-9,0.554,0.702,0.403,0.577,0.934,0.458,0.569,0.394,0.005,0.057,0.954,0.243,0.931,0.592,0.837,0.18,0.554,0.44
Yale,Ivy,2015,NA,NA,30,20,0.666666667,104.2,97.2,0.6892,49.9,47.6,20.4,19,34.2,27.8,40.9,33.1,47.3,48.1,36.5,31,62.5,-3,0.817,0.62,0.775,0.731,0.654,0.718,0.238,0.508,0.791,0.111,0.782,0.755,0.445,0.498,0.777,0.92,0.157,0.76
Canisius,MAAC,2015,NA,NA,33,18,0.545454545,101.2,100.7,0.5153,46.6,46.9,18.4,21.5,34,32.3,32,40.7,46.1,46.1,31.8,32.2,63.9,-9.3,0.588,0.454,0.609,0.551,0.214,0.778,0.658,0.905,0.771,0.671,0.142,0.312,0.302,0.706,0.205,0.812,0.328,0.425
Fairfield,MAAC,2015,NA,NA,31,7,0.225806452,93.7,104.5,0.2203,45.2,48.3,20.2,18.3,27.3,33.9,37.1,42.7,43.2,47.2,32.2,34.3,62.1,-18.5,0.06,0.108,0.403,0.154,0.102,0.618,0.283,0.362,0.162,0.84,0.525,0.175,0.071,0.592,0.257,0.5,0.128,0.04
Iona,MAAC,2015,NA,NA,35,26,0.742857143,110.9,105.7,0.6343,54.7,48.1,17.2,16.7,28.7,33.2,37.4,28.5,51.3,45.7,39.6,35.5,70.4,-2.1,0.928,0.88,0.335,0.68,0.954,0.638,0.832,0.134,0.251,0.774,0.554,0.946,0.857,0.74,0.965,0.349,0.977,0.802
Marist,MAAC,2015,NA,NA,32,7,0.21875,91.9,104.1,0.1926,46.8,49.6,20.5,20.8,21.2,35.6,38,36.7,46.4,49.6,31.5,33.1,65.3,-19.9,0.057,0.082,0.423,0.131,0.237,0.458,0.229,0.791,0.008,0.951,0.6,0.489,0.331,0.32,0.18,0.712,0.571,0.028
Monmouth,MAAC,2015,NA,NA,33,18,0.545454545,98,100.4,0.4312,47.9,47.2,19.9,21.4,30,33.6,41,37.2,46.7,44.3,33.8,34.2,63.9,-9,0.588,0.254,0.626,0.465,0.365,0.74,0.358,0.894,0.402,0.811,0.788,0.46,0.371,0.86,0.457,0.515,0.328,0.44
Niagara,MAAC,2015,NA,NA,30,8,0.266666667,98.5,109.7,0.2254,45.6,53.7,20.6,18.1,32,29.5,41.2,36.3,42.3,52.1,35.1,37.9,65.2,-15.9,0.122,0.294,0.112,0.162,0.128,0.055,0.206,0.331,0.637,0.282,0.805,0.538,0.04,0.089,0.625,0.089,0.554,0.114
Quinnipiac,MAAC,2015,NA,NA,30,15,0.5,101.4,101.3,0.5029,44,45.2,20.4,14,42.1,26.5,35.5,33.4,43.1,41.9,30.7,35.1,66.7,-10.9,0.5,0.465,0.58,0.531,0.045,0.926,0.238,0,1,0.062,0.38,0.723,0.065,0.986,0.12,0.403,0.76,0.354
Rider,MAAC,2015,NA,NA,33,21,0.636363636,98.9,99,0.4959,49.4,47.5,19.2,21.6,31.1,29.6,35.6,37.7,49,46.6,33.4,32.7,64.6,-5.4,0.774,0.314,0.683,0.522,0.562,0.72,0.5,0.911,0.528,0.3,0.394,0.44,0.685,0.643,0.405,0.758,0.451,0.642
Saint Peter's,MAAC,2015,NA,NA,34,16,0.470588235,97.3,99.9,0.4267,46.9,45.2,19.5,20.9,31.4,30.5,44,45.8,44.6,44.3,34.3,31.2,60.7,-12.8,0.462,0.228,0.646,0.451,0.245,0.926,0.423,0.808,0.557,0.397,0.92,0.083,0.16,0.86,0.508,0.912,0.045,0.245
Siena,MAAC,2015,NA,NA,31,11,0.35483871,103.9,111.2,0.3129,47.5,51.4,18.7,21.2,36.3,37.1,41.9,51,46.6,49.9,33.2,36.2,66.7,-15.2,0.231,0.582,0.078,0.297,0.314,0.223,0.603,0.854,0.931,0.982,0.84,0.029,0.354,0.283,0.38,0.249,0.76,0.137
Akron,MAC,2015,NA,NA,34,20,0.588235294,103.4,97.1,0.6727,49.4,45.5,18.8,18.8,33.3,31.5,31.3,41,46.7,43.8,34.9,33,64.1,-6.9,0.685,0.568,0.783,0.705,0.562,0.9,0.569,0.457,0.694,0.537,0.108,0.286,0.371,0.9,0.588,0.729,0.377,0.554
Ball St.,MAC,2015,NA,NA,29,6,0.206896552,98.9,106.7,0.2942,48.9,52.4,21.6,18.2,29.9,28.6,35.4,42.1,47.7,51.8,33.6,35.7,64,-15.8,0.04,0.314,0.283,0.26,0.48,0.158,0.118,0.351,0.397,0.191,0.368,0.22,0.514,0.118,0.431,0.318,0.351,0.122
Bowling Green,MAC,2015,NA,NA,32,21,0.65625,104.2,100.1,0.614,49.3,47.2,18.4,19.5,31.6,29.5,32.4,32.2,48.6,46.1,33.8,32.6,63.8,-4.2,0.8,0.62,0.64,0.66,0.531,0.74,0.658,0.591,0.58,0.282,0.162,0.798,0.628,0.706,0.457,0.775,0.311,0.711
Central Michigan,MAC,2015,NA,NA,29,20,0.689655172,113.2,105.1,0.7002,54.5,51.7,15.1,19.7,28.8,30.9,36.6,36.2,53.7,51.7,36.9,34.4,64.6,-2.6,0.865,0.922,0.36,0.742,0.948,0.2,0.983,0.617,0.262,0.451,0.494,0.54,0.96,0.135,0.808,0.489,0.451,0.774
Eastern Michigan,MAC,2015,NA,NA,31,17,0.548387097,99.4,97.4,0.5591,46.9,46.2,17.8,21.5,30.2,33.7,41.5,42.5,46.7,44,31.4,33.1,66.3,-6.3,0.611,0.351,0.766,0.6,0.245,0.829,0.752,0.905,0.442,0.817,0.82,0.192,0.371,0.88,0.165,0.712,0.708,0.582
Kent St.,MAC,2015,NA,NA,34,22,0.647058824,105.3,101.4,0.6069,49.8,45.8,17.8,18.2,33.6,32.7,37.1,39.5,46.7,44.8,36.6,32.1,62,-4.7,0.785,0.694,0.572,0.642,0.631,0.866,0.752,0.351,0.734,0.711,0.525,0.355,0.371,0.815,0.782,0.82,0.122,0.677
Miami OH,MAC,2015,NA,NA,31,12,0.387096774,99.1,105,0.3397,49.4,53.1,19.4,20.6,25.9,29.6,38.7,42.5,48.3,53.7,34.4,34.9,65.4,-12.2,0.271,0.331,0.372,0.337,0.562,0.106,0.455,0.768,0.085,0.3,0.645,0.192,0.585,0.038,0.522,0.423,0.585,0.274
Northern Illinois,MAC,2015,NA,NA,29,13,0.448275862,100.1,103.3,0.4112,47.6,51.8,21.7,21.4,36.4,31.1,47.1,40.9,47.2,52.5,32.2,33.9,62.8,-9,0.411,0.374,0.469,0.437,0.328,0.192,0.1,0.894,0.934,0.48,0.977,0.292,0.428,0.083,0.257,0.566,0.191,0.44
Ohio,MAC,2015,NA,NA,30,10,0.333333333,100.8,106.3,0.35,49.8,49.3,18.7,15.4,25.9,30.5,28.9,32.2,49,46.8,34,35.9,66.8,-13.5,0.208,0.422,0.3,0.342,0.631,0.498,0.603,0.022,0.085,0.397,0.034,0.798,0.685,0.632,0.474,0.28,0.771,0.211
