TEAM,CONF,YEAR,POSTSEASON,SEED,G,W,WIN_PCT,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,WIN_PCT_RANK,ADJOE_RANK,ADJDE_RANK,BARTHAG_RANK,EFG_O_RANK,EFG_D_RANK,TOR_RANK,TORD_RANK,ORB_RANK,DRB_RANK,FTR_RANK,FTRD_RANK,TWOP_O_RANK,TWOP_D_RANK,THREEP_O_RANK,THREEP_D_RANK,ADJ_T_RANK,WAB_RANK
Marshall,CUSA,2015,NA,NA,30,9,0.3,94.8,102,0.301,46.2,48.6,21.6,18.6,28.2,32.5,34.9,36.6,45.9,49.1,31.1,31.7,70.4,-14.7,,,,,,,,,,,,,,,,,,
Middle Tennessee,CUSA,2015,NA,NA,35,18,0.514285714,100.7,100.5,0.5048,47.9,49.9,20.3,20.3,31.6,26.1,36.8,42.2,44.2,48,36.3,35.7,61.4,-8.8,,,,,,,,,,,,,,,,,,
North Texas,CUSA,2015,NA,NA,29,12,0.413793103,98.6,103,0.3773,46.9,49.3,20.1,20.4,31.1,33.1,40,38.2,47.8,48.1,29.9,34.2,65.9,-10.8,,,,,,,,,,,,,,,,,,
Old Dominion,CUSA,2015,NA,NA,35,27,0.771428571,104.3,94.4,0.7584,48.6,46.1,17.5,21,36,26.9,30.6,40.8,48.4,45.7,32.5,31.2,60.5,-1.3,,,,,,,,,,,,,,,,,,
Rice,CUSA,2015,NA,NA,29,10,0.344827586,100.4,103.8,0.4048,51.7,49.9,22.1,19.6,26.5,32.2,33.7,40.1,47.6,49,37.3,34.5,62.3,-13.2,,,,,,,,,,,,,,,,,,
Southern Miss,CUSA,2015,NA,NA,27,7,0.259259259,94.1,108.4,0.1635,48.9,53.5,22.2,20.1,26.6,34.2,34.1,31.9,48.8,53.1,32.8,36,62.3,-13.8,,,,,,,,,,,,,,,,,,
UTEP,CUSA,2015,NA,NA,33,22,0.666666667,104.7,97.8,0.6851,52,46.9,18.8,18.7,29.1,29.8,43.8,31.9,50.9,45.2,36.6,33.6,65,-3.7,,,,,,,,,,,,,,,,,,
UTSA,CUSA,2015,NA,NA,28,12,0.428571429,104.2,108.7,0.3809,47.9,52.9,18.2,20.3,35.2,31.3,42.1,29.7,47.3,51.5,32.7,36.7,66.2,-11.3,,,,,,,,,,,,,,,,,,
Western Kentucky,CUSA,2015,NA,NA,30,18,0.6,101.6,102,0.4873,49.6,48.6,18.9,18.9,30.4,29.2,38.7,34.1,47.2,48.1,35.6,33.1,66.8,-5.5,,,,,,,,,,,,,,,,,,
Cleveland St.,Horz,2015,NA,NA,32,17,0.53125,105.5,100.5,0.6382,51.7,48.8,19,21,31.9,30.6,31.1,43.7,48.9,45.6,37.9,36.2,61.4,-6.8,,,,,,,,,,,,,,,,,,
Detroit,Horz,2015,NA,NA,31,13,0.419354839,101.1,103.6,0.4304,49.7,52,19.3,21.2,29.4,29.8,32.4,48.3,46.3,53,37.9,33.7,68,-10.3,,,,,,,,,,,,,,,,,,
Green Bay,Horz,2015,NA,NA,31,22,0.709677419,102.6,93.3,0.7475,49.3,46,18.5,20.8,33.3,29.4,39.3,39.8,51.8,44,28.3,33.7,65.4,-1.1,,,,,,,,,,,,,,,,,,
Illinois Chicago,Horz,2015,NA,NA,32,8,0.25,99.2,109.4,0.2449,43.6,54.4,17.4,18,30.8,28.5,40,39,41.5,51.9,31.8,40.3,65.4,-16.8,,,,,,,,,,,,,,,,,,
Milwaukee,Horz,2015,NA,NA,28,12,0.428571429,100.8,103.6,0.4226,49,51.2,20,16.5,26.9,29.5,36.2,31.6,48.6,48.6,33.2,38.6,65,-9,,,,,,,,,,,,,,,,,,
Oakland,Horz,2015,NA,NA,31,14,0.451612903,109,109.2,0.495,52.3,53.5,18.4,16.1,30.1,30.5,38.1,34.6,51.7,52.8,35.5,36.5,67,-7.2,,,,,,,,,,,,,,,,,,
Wright St.,Horz,2015,NA,NA,29,9,0.310344828,96.5,103.6,0.3053,49.8,51.2,19,19.8,23.2,30.8,31.5,41.2,49,50.4,34.1,35.3,63.7,-13.7,,,,,,,,,,,,,,,,,,
Youngstown St.,Horz,2015,NA,NA,29,8,0.275862069,103.4,112,0.285,50.1,53.6,17.2,17.8,27.6,34.2,35.9,36.8,48.5,51.7,35.6,37.9,67.6,-14.7,,,,,,,,,,,,,,,,,,
NJIT,Ind,2015,NA,NA,29,17,0.586206897,103.3,104.5,0.4644,52.3,46.4,20.5,19,28.8,33.8,39,44.1,49.8,44.6,37.1,33.1,67.1,-6.2,,,,,,,,,,,,,,,,,,
Brown,Ivy,2015,NA,NA,29,11,0.379310345,98.3,105,0.3178,47,48.5,21.6,16.4,29.8,30.5,45,36.4,47.2,47,31.1,34.7,68.2,-12.2,,,,,,,,,,,,,,,,,,
Columbia,Ivy,2015,NA,NA,27,12,0.444444444,106.4,105.7,0.5179,51.6,47.9,19.4,16.2,32,29.2,28.2,38.2,49.7,47.2,35.9,33.1,60.5,-9.8,,,,,,,,,,,,,,,,,,
Cornell,Ivy,2015,NA,NA,29,12,0.413793103,93.9,98.1,0.3746,44.6,45.7,19,19.3,23.1,30,39.3,41.5,44.1,43.2,30.3,33.3,65.2,-11.2,,,,,,,,,,,,,,,,,,
Dartmouth,Ivy,2015,NA,NA,29,14,0.482758621,98.8,102.1,0.4061,49.2,49.9,20.3,21.2,30.9,28.5,35.7,42.7,47.9,47.8,34.6,35.4,63.6,-9.1,,,,,,,,,,,,,,,,,,
Penn,Ivy,2015,NA,NA,28,9,0.321428571,96.4,106.4,0.2427,49.1,51.2,23.6,18.1,29.5,29.1,35.8,39.8,47.7,48.1,34.6,37.6,63.7,-13,,,,,,,,,,,,,,,,,,
Princeton,Ivy,2015,NA,NA,29,15,0.517241379,105.4,104.5,0.5258,54.3,49.6,18.8,18.5,20.7,26.4,46.1,41.8,53,47.2,37.3,36.9,65.2,-9,,,,,,,,,,,,,,,,,,
Yale,Ivy,2015,NA,NA,30,20,0.666666667,104.2,97.2,0.6892,49.9,47.6,20.4,19,34.2,27.8,40.9,33.1,47.3,48.1,36.5,31,62.5,-3,,,,,,,,,,,,,,,,,,
Canisius,MAAC,2015,NA,NA,33,18,0.545454545,101.2,100.7,0.5153,46.6,46.9,18.4,21.5,34,32.3,32,40.7,46.1,46.1,31.8,32.2,63.9,-9.3,,,,,,,,,,,,,,,,,,
Fairfield,MAAC,2015,NA,NA,31,7,0.225806452,93.7,104.5,0.2203,45.2,48.3,20.2,18.3,27.3,33.9,37.1,42.7,43.2,47.2,32.2,34.3,62.1,-18.5,,,,,,,,,,,,,,,,,,
Iona,MAAC,2015,NA,NA,35,26,0.742857143,110.9,105.7,0.6343,54.7,48.1,17.2,16.7,28.7,33.2,37.4,28.5,51.3,45.7,39.6,35.5,70.4,-2.1,,,,,,,,,,,,,,,,,,
Marist,MAAC,2015,NA,NA,32,7,0.21875,91.9,104.1,0.1926,46.8,49.6,20.5,20.8,21.2,35.6,38,36.7,46.4,49.6,31.5,33.1,65.3,-19.9,,,,,,,,,,,,,,,,,,
Monmouth,MAAC,2015,NA,NA,33,18,0.545454545,98,100.4,0.4312,47.9,47.2,19.9,21.4,30,33.6,41,37.2,46.7,44.3,33.8,34.2,63.9,-9,,,,,,,,,,,,,,,,,,
Niagara,MAAC,2015,NA,NA,30,8,0.266666667,98.5,109.7,0.2254,45.6,53.7,20.6,18.1,32,29.5,41.2,36.3,42.3,52.1,35.1,37.9,65.2,-15.9,,,,,,,,,,,,,,,,,,
Quinnipiac,MAAC,2015,NA,NA,30,15,0.5,101.4,101.3,0.5029,44,45.2,20.4,14,42.1,26.5,35.5,33.4,43.1,41.9,30.7,35.1,66.7,-10.9,,,,,,,,,,,,,,,,,,
Rider,MAAC,2015,NA,NA,33,21,0.636363636,98.9,99,0.4959,49.4,47.5,19.2,21.6,31.1,29.6,35.6,37.7,49,46.6,33.4,32.7,64.6,-5.4,,,,,,,,,,,,,,,,,,
Saint Peter's,MAAC,2015,NA,NA,34,16,0.470588235,97.3,99.9,0.4267,46.9,45.2,19.5,20.9,31.4,30.5,44,45.8,44.6,44.3,34.3,31.2,60.7,-12.8,,,,,,,,,,,,,,,,,,
Siena,MAAC,2015,NA,NA,31,11,0.35483871,103.9,111.2,0.3129,47.5,51.4,18.7,21.2,36.3,37.1,41.9,51,46.6,49.9,33.2,36.2,66.7,-15.2,,,,,,,,,,,,,,,,,,
Akron,MAC,2015,NA,NA,34,20,0.588235294,103.4,97.1,0.6727,49.4,45.5,18.8,18.8,33.3,31.5,31.3,41,46.7,43.8,34.9,33,64.1,-6.9,,,,,,,,,,,,,,,,,,
Ball St.,MAC,2015,NA,NA,29,6,0.206896552,98.9,106.7,0.2942,48.9,52.4,21.6,18.2,29.9,28.6,35.4,42.1,47.7,51.8,33.6,35.7,64,-15.8,,,,,,,,,,,,,,,,,,
Bowling Green,MAC,2015,NA,NA,32,21,0.65625,104.2,100.1,0.614,49.3,47.2,18.4,19.5,31.6,29.5,32.4,32.2,48.6,46.1,33.8,32.6,63.8,-4.2,,,,,,,,,,,,,,,,,,
Central Michigan,MAC,2015,NA,NA,29,20,0.689655172,113.2,105.1,0.7002,54.5,51.7,15.1,19.7,28.8,30.9,36.6,36.2,53.7,51.7,36.9,34.4,64.6,-2.6,,,,,,,,,,,,,,,,,,
Eastern Michigan,MAC,2015,NA,NA,31,17,0.548387097,99.4,97.4,0.5591,46.9,46.2,17.8,21.5,30.2,33.7,41.5,42.5,46.7,44,31.4,33.1,66.3,-6.3,,,,,,,,,,,,,,,,,,
Kent St.,MAC,2015,NA,NA,34,22,0.647058824,105.3,101.4,0.6069,49.8,45.8,17.8,18.2,33.6,32.7,37.1,39.5,46.7,44.8,36.6,32.1,62,-4.7,,,,,,,,,,,,,,,,,,
Miami OH,MAC,2015,NA,NA,31,12,0.387096774,99.1,105,0.3397,49.4,53.1,19.4,20.6,25.9,29.6,38.7,42.5,48.3,53.7,34.4,34.9,65.4,-12.2,,,,,,,,,,,,,,,,,,
Northern Illinois,MAC,2015,NA,NA,29,13,0.448275862,100.1,103.3,0.4112,47.6,51.8,21.7,21.4,36.4,31.1,47.1,40.9,47.2,52.5,32.2,33.9,62.8,-9,,,,,,,,,,,,,,,,,,
Ohio,MAC,2015,NA,NA,30,10,0.333333333,100.8,106.3,0.35,49.8,49.3,18.7,15.4,25.9,30.5,28.9,32.2,49,46.8,34,35.9,66.8,-13.5,,,,,,,,,,,,,,,,,,
Toledo,MAC,2015,NA,NA,33,20,0.606060606,111.6,103.8,0.6969,52.3,49.7,18.1,16.2,33.3,29.4,41.2,31,51.2,51,36.6,31.7,67.2,-5.1,,,,,,,,,,,,,,,,,,
Western Michigan,MAC,2015,NA,NA,32,18,0.5625,105.7,105.2,0.513,51.3,51.9,18.1,18.9,29.8,30.4,42.7,36.7,49.9,51.1,35.9,35.4,65.4,-6,,,,,,,,,,,,,,,,,,
Bethune Cookman,MEAC,2015,NA,NA,30,9,0.3,90.4,109.4,0.1001,44.2,48.2,22.7,20.9,34.4,34.1,40.3,46.4,44.4,47.5,29.1,33.1,60.6,-18.2,,,,,,,,,,,,,,,,,,
Coppin St.,MEAC,2015,NA,NA,30,7,0.233333333,97,115.7,0.1163,47,54.5,18.4,19.3,25.3,38.1,30.5,42.4,42.4,53.2,35.3,38.4,74.3,-16.6,,,,,,,,,,,,,,,,,,
Delaware St.,MEAC,2015,NA,NA,34,16,0.470588235,99.3,110,0.2364,47.7,48.8,19.7,16.4,31.8,31.8,31.5,36,44.8,48,35,33.5,67.4,-10.7,,,,,,,,,,,,,,,,,,
Florida A&M,MEAC,2015,NA,NA,29,2,0.068965517,83.6,116,0.0226,41.3,53.5,21.8,18.5,26.8,35.5,37.8,34.9,40.9,54,28.3,35.1,66.3,-23.2,,,,,,,,,,,,,,,,,,
Howard,MEAC,2015,NA,NA,29,13,0.448275862,90.8,100.7,0.2332,46.2,45.7,25,21.4,33.5,34.6,43.4,40.1,47.4,44.8,28.9,31.4,63.1,-11.6,,,,,,,,,,,,,,,,,,
Maryland Eastern Shore,MEAC,2015,NA,NA,33,18,0.545454545,100.9,107.1,0.3351,51.7,51.1,23.4,21.3,35.5,31.9,47,41.1,48.9,52.6,38.2,32.4,64.9,-8.7,,,,,,,,,,,,,,,,,,
Morgan St.,MEAC,2015,NA,NA,31,7,0.225806452,92.4,111.3,0.1057,40.2,53.3,16.2,21.6,34.8,33.8,33.1,43.2,39.1,52.9,28.4,36.1,65,-18.5,,,,,,,,,,,,,,,,,,
Norfolk St.,MEAC,2015,NA,NA,32,18,0.5625,102.3,107.4,0.3621,52.1,48.1,20.7,18,34.3,30.4,42.7,39.4,52.2,46.3,34.5,33.9,65.1,-7.6,,,,,,,,,,,,,,,,,,
North Carolina A&T,MEAC,2015,NA,NA,30,7,0.233333333,91.7,112.1,0.0903,44.6,50.4,23.6,18.8,34.1,34.4,37.3,40.9,45.7,47.8,28.4,36.5,62.7,-18.2,,,,,,,,,,,,,,,,,,
North Carolina Central,MEAC,2015,NA,NA,30,22,0.733333333,102.5,98.4,0.6142,53.2,42.1,19.8,20.2,31,30.8,37.2,41.1,53.1,41.3,35.6,29.1,59.9,-2.4,,,,,,,,,,,,,,,,,,
Savannah St.,MEAC,2015,NA,NA,29,7,0.24137931,85.6,104.4,0.0922,44,53,24.7,24.8,30,33.7,34.2,50.5,46.2,51.9,25.2,37.1,65.4,-16.3,,,,,,,,,,,,,,,,,,
South Carolina St.,MEAC,2015,NA,NA,31,9,0.290322581,89.1,107.6,0.103,42.4,51,19.4,20.1,30.1,33.2,32.8,36.4,41.1,51.5,30.1,33.4,65.2,-17.2,,,,,,,,,,,,,,,,,,
Bradley,MVC,2015,NA,NA,32,8,0.25,91.9,98.1,0.322,42.3,50.3,20.4,21.9,32,29,37.8,46.2,40.7,47.2,30.1,36.9,62.4,-15.2,,,,,,,,,,,,,,,,,,
Drake,MVC,2015,NA,NA,30,8,0.266666667,104,110.9,0.3239,52.1,54.9,22.3,16.9,23.3,32,34,30.5,47.4,53.2,40.6,38.5,59.5,-13.2,,,,,,,,,,,,,,,,,,
Evansville,MVC,2015,NA,NA,35,23,0.657142857,104,99.7,0.6211,52.1,49.4,19.3,19.9,25.8,28,44.3,31.4,51.8,47.5,35.4,35.5,66.4,-4.7,,,,,,,,,,,,,,,,,,
Illinois St.,MVC,2015,NA,NA,34,21,0.617647059,106.2,94.5,0.7929,48.4,47,19.9,20.5,36.2,29.3,34.8,40.3,46.8,45.9,34.4,32.8,65.4,-2.8,,,,,,,,,,,,,,,,,,
Indiana St.,MVC,2015,NA,NA,30,14,0.466666667,100.5,100.4,0.503,49.4,48.6,20.9,20.8,26.4,31.7,42.3,37.6,46.6,44.7,35.7,38.6,67.3,-8.2,,,,,,,,,,,,,,,,,,
Loyola Chicago,MVC,2015,NA,NA,35,22,0.628571429,103.8,101.3,0.5708,53.3,49.2,21,20.2,28.7,32.1,33.3,30.2,50.6,50.1,39.3,31.8,61.4,-4.7,,,,,,,,,,,,,,,,,,
Missouri St.,MVC,2015,NA,NA,29,9,0.310344828,96.5,104.4,0.2884,45.4,49.6,19.5,16.4,29.7,30,31.7,36.8,44.5,46.6,31.4,36.9,61.9,-12.2,,,,,,,,,,,,,,,,,,
Southern Illinois,MVC,2015,NA,NA,32,11,0.34375,98.1,100.5,0.4297,45.7,51.4,20.8,21.3,31.4,26.2,41,40.8,44.3,48.2,33.3,38.1,62.8,-13.2,,,,,,,,,,,,,,,,,,
Air Force,MWC,2015,NA,NA,29,12,0.413793103,105,110.2,0.366,53.6,53,19.2,20.2,29.6,32.6,30.8,35.5,53.9,51.5,35.4,36.6,61.6,-10.2,,,,,,,,,,,,,,,,,,
Colorado St.,MWC,2015,NA,NA,33,26,0.787878788,110,98.4,0.7826,50.1,48.7,16.1,18,34.1,25.4,41.9,33.3,49,45.7,34.8,36.2,67.1,1.2,,,,,,,,,,,,,,,,,,
Fresno St.,MWC,2015,NA,NA,30,13,0.433333333,100.6,103.8,0.4111,47.1,49.4,17.2,20.3,25.9,32.7,38.8,44.3,47.2,48,31.3,34.8,65.3,-9.4,,,,,,,,,,,,,,,,,,
Nevada,MWC,2015,NA,NA,29,7,0.24137931,95.3,104.2,0.265,40.8,47.6,21.9,15.7,39.8,31.9,39.9,40.7,41.4,45.7,25.8,34.1,64.1,-14.8,,,,,,,,,,,,,,,,,,
New Mexico,MWC,2015,NA,NA,31,15,0.483870968,99,97,0.5607,47.9,46.7,20.2,18.6,33.3,26.1,38.4,32.8,48.6,46.4,30.8,31.4,62.8,-8.3,,,,,,,,,,,,,,,,,,
San Jose St.,MWC,2015,NA,NA,28,0,0,86.2,107.1,0.0757,41,54,21.6,17.8,24.1,31.8,29.1,42.9,38.7,51.8,29.4,38.8,64.6,-21.4,,,,,,,,,,,,,,,,,,
UNLV,MWC,2015,NA,NA,32,17,0.53125,106.5,99.4,0.6903,50.2,45.3,17.3,16.2,26.7,32.4,32.7,29.9,48,42,36.1,35.1,65.7,-5.5,,,,,,,,,,,,,,,,,,
Utah St.,MWC,2015,NA,NA,30,17,0.566666667,105.8,101.6,0.6138,52.4,45.8,16.3,17,21.7,34,36.4,29.1,48.5,46.3,39.4,29.9,64.1,-6.1,,,,,,,,,,,,,,,,,,
Bryant,NEC,2015,NA,NA,31,16,0.516129032,102.1,108.8,0.3266,48.8,48.3,18.3,16.6,29.5,32,32.8,35.9,46.9,48.9,34.6,31.5,63.6,-10.4,,,,,,,,,,,,,,,,,,
Central Connecticut,NEC,2015,NA,NA,31,5,0.161290323,91.3,111.3,0.0926,44.6,51.4,21.3,15.8,30.9,32.8,28.6,23.9,43.2,51.2,32.2,34.5,63.8,-21.9,,,,,,,,,,,,,,,,,,
Fairleigh Dickinson,NEC,2015,NA,NA,28,7,0.25,95,111.4,0.1376,46.5,52.3,18.6,23.2,27.6,40.4,34.2,51.8,45.5,52.5,32.1,34.7,67.5,-16.4,,,,,,,,,,,,,,,,,,
LIU Brooklyn,NEC,2015,NA,NA,30,12,0.4,95.2,104.8,0.2502,44.9,48.4,19.6,18.2,31.3,31,39.8,35.6,42.8,49.8,32.4,30.4,67.5,-13.7,,,,,,,,,,,,,,,,,,
Mount St. Mary's,NEC,2015,NA,NA,30,15,0.5,96.1,102,0.3345,47.2,49.6,19,21.3,30.6,32.4,30.4,35.6,45.5,48.5,33,34.8,62.8,-9.6,,,,,,,,,,,,,,,,,,
Sacred Heart,NEC,2015,NA,NA,31,14,0.451612903,100.2,108.6,0.2837,49.6,49.2,19.4,18.4,33.9,32.7,35.9,33.6,50.3,47.7,32,34.7,69.1,-13.1,,,,,,,,,,,,,,,,,,
St. Francis NY,NEC,2015,NA,NA,34,22,0.647058824,100.2,102.4,0.4396,46.3,47.4,19.8,20.2,39.6,28.8,40.9,40.2,47.5,44.7,29.1,36.7,65,-7.2,,,,,,,,,,,,,,,,,,
St. Francis PA,NEC,2015,NA,NA,31,15,0.483870968,97.9,101.8,0.3892,50.1,49.5,19.4,20.6,25.7,31.4,34.6,30.1,50.3,50,33.1,32.4,63.1,-10.3,,,,,,,,,,,,,,,,,,
Wagner,NEC,2015,NA,NA,29,9,0.310344828,96.1,110.1,0.1737,44.6,53.4,20.1,19.8,37.2,30.3,33.9,53.3,44,51.7,30.6,37.7,67.6,-15.4,,,,,,,,,,,,,,,,,,
Austin Peay,OVC,2015,NA,NA,28,6,0.214285714,93.1,107.1,0.1662,44.5,54.9,20.8,20.3,31.8,29.2,41.6,38.4,44.2,53.2,30.1,38.6,67.2,-16.7,,,,,,,,,,,,,,,,,,
Eastern Illinois,OVC,2015,NA,NA,31,16,0.516129032,97.7,104.9,0.3043,51,48.8,19,18.9,23.4,34.3,33.4,31.4,47.8,47.2,37.4,34.4,63.4,-8.2,,,,,,,,,,,,,,,,,,
Eastern Kentucky,OVC,2015,NA,NA,31,19,0.612903226,103.4,101.8,0.5439,53.9,53.5,17.9,26.9,21.6,34.8,32.2,35,54.9,49.9,35.1,39.2,64,-5.5,,,,,,,,,,,,,,,,,,
Jacksonville St.,OVC,2015,NA,NA,29,10,0.344827586,92.6,106.1,0.1734,43,51.1,18.5,19.2,28.7,34.5,37.6,39,42.3,50,29.5,35.7,63.8,-14.1,,,,,,,,,,,,,,,,,,
Morehead St.,OVC,2015,NA,NA,32,15,0.46875,102.5,101,0.5408,49.3,49.1,20.1,21.2,34.7,28.2,34.7,55.2,48.4,48.4,34,33.7,65.7,-10.6,,,,,,,,,,,,,,,,,,
Murray St.,OVC,2015,NA,NA,33,27,0.818181818,114.1,102.2,0.78,54.3,46.8,17.1,18.7,35.9,32.5,41.2,36.6,52.6,44.9,38.3,33.7,67,0,,,,,,,,,,,,,,,,,,
SIU Edwardsville,OVC,2015,NA,NA,26,10,0.384615385,95.3,103.1,0.2875,48.7,49.3,20.3,19.8,28.8,31.9,37.4,37,45.3,46.9,36.9,36.1,66.6,-11.8,,,,,,,,,,,,,,,,,,
Southeast Missouri St.,OVC,2015,NA,NA,28,11,0.392857143,101.8,105.7,0.3946,48.9,50.2,19.2,19.3,32.2,31.6,36.4,41.8,48.1,46.2,33.7,39.2,66.2,-12.2,,,,,,,,,,,,,,,,,,
Tennessee Martin,OVC,2015,NA,NA,32,19,0.59375,106.3,106.8,0.4873,53.4,50.8,18.6,15.4,30,25.8,31.4,28.8,50,49.4,39.4,35.4,62.5,-6.8,,,,,,,,,,,,,,,,,,
Tennessee St.,OVC,2015,NA,NA,29,3,0.103448276,87.6,106.1,0.0995,43.9,50.4,22.1,18.3,26.5,32.8,40.4,42,40,51.5,34.8,32.7,64,-19.8,,,,,,,,,,,,,,,,,,
Tennessee Tech,OVC,2015,NA,NA,28,10,0.357142857,101.3,109.3,0.2959,48.8,53.1,20.5,18.7,36.4,29.2,34.8,42.7,49.1,52,32.2,36.8,66.6,-13.4,,,,,,,,,,,,,,,,,,
Arizona St.,P12,2015,NA,NA,34,18,0.529411765,107.9,97.1,0.7711,50.9,50.2,20.7,19.1,31.8,25.1,42.1,34.1,49.9,48.6,35,36.2,66.3,-3.8,,,,,,,,,,,,,,,,,,
California,P12,2015,NA,NA,33,18,0.545454545,102.6,97,0.6558,48.9,46.8,16.6,14.3,26,25.1,30.3,38.8,47,45.6,35.9,33.4,66.1,-3.4,,,,,,,,,,,,,,,,,,
Colorado,P12,2015,NA,NA,34,16,0.470588235,105.9,99,0.6861,48.4,48.9,19.9,16.9,34.4,27.9,40.8,33.9,47.7,46.5,33.5,35.3,65.1,-5.6,,,,,,,,,,,,,,,,,,
Oregon St.,P12,2015,NA,NA,30,16,0.533333333,98.2,91.1,0.7023,46.6,44.7,19.1,23.7,28.5,32.8,36.8,44.3,46,44.4,32,30,60.9,-4,,,,,,,,,,,,,,,,,,
Stanford,P12,2015,NA,NA,37,24,0.648648649,112.2,97.2,0.8394,49.3,48.4,16.2,17.2,33.6,27.8,40.5,36.5,46,44.7,37.7,37.4,65.4,-1.1,,,,,,,,,,,,,,,,,,
USC,P12,2015,NA,NA,32,12,0.375,99,97.8,0.5356,46.8,48,20,19.1,31.5,34.3,33.8,31.2,45.8,47.2,32.9,32.9,68.6,-8.9,,,,,,,,,,,,,,,,,,
Washington,P12,2015,NA,NA,31,16,0.516129032,107.1,102,0.6355,49.3,47.1,17.5,16.8,31.4,33.2,33.9,31.7,48.9,46,33.4,33,66,-4.6,,,,,,,,,,,,,,,,,,
Washington St.,P12,2015,NA,NA,31,13,0.419354839,107.4,107.4,0.502,49.6,52.4,17.3,14.1,26.4,30.3,39.7,34.1,48.7,50.8,34.2,37.4,67.8,-6.8,,,,,,,,,,,,,,,,,,
American,Pat,2015,NA,NA,33,17,0.515151515,99.8,103.8,0.3886,53.4,51,19.4,21.8,21.3,31.6,34.4,33,51.8,50.9,37.4,34.2,57.2,-10.1,,,,,,,,,,,,,,,,,,
Army,Pat,2015,NA,NA,29,14,0.482758621,97.4,106.1,0.2739,50,51,19.1,18.9,29.7,31.5,32,40.7,51.1,49.9,32.2,35.8,69.9,-10.9,,,,,,,,,,,,,,,,,,
Boston University,Pat,2015,NA,NA,29,12,0.413793103,103.9,109.3,0.3566,52.7,53,19.4,16.3,28.2,28.4,44.9,33.6,50.8,50.9,36.8,37.4,64.7,-11.9,,,,,,,,,,,,,,,,,,
Bucknell,Pat,2015,NA,NA,33,18,0.545454545,103.2,107.1,0.3935,49.7,49.9,17.1,14.5,29.6,25.9,40.3,38.4,46.2,47.7,38.1,36.6,64.8,-8.4,,,,,,,,,,,,,,,,,,
Colgate,Pat,2015,NA,NA,32,15,0.46875,105.6,107.2,0.4564,56,50.7,18.8,16.5,23.7,28.4,27.4,35.1,53.8,47.8,39.5,37.8,61.2,-11.4,,,,,,,,,,,,,,,,,,
Holy Cross,Pat,2015,NA,NA,29,13,0.448275862,99.6,105.8,0.3317,47.2,53.2,17,21.6,29.6,29.7,34.9,41.3,45.4,51.7,33.7,37.5,64,-11.3,,,,,,,,,,,,,,,,,,
Lehigh,Pat,2015,NA,NA,29,15,0.517241379,98,99.5,0.4549,49,46.8,19.9,17.4,29.2,30.4,36.2,31.2,47.8,44,34.8,33.9,66.9,-9.3,,,,,,,,,,,,,,,,,,
Loyola MD,Pat,2015,NA,NA,30,11,0.366666667,91.4,103.5,0.1944,42.8,49.7,20.3,17.6,31.9,28.6,37.6,44.9,40.4,49.9,32.5,32.9,63.3,-13.8,,,,,,,,,,,,,,,,,,
Navy,Pat,2015,NA,NA,31,12,0.387096774,97.7,105,0.3037,49.1,53.1,19.4,20.1,29.5,30,30.6,36.6,48.8,49.7,33.1,39.1,61.7,-13.8,,,,,,,,,,,,,,,,,,
Appalachian St.,SB,2015,NA,NA,29,12,0.413793103,95.8,106.2,0.2328,45.6,50.6,20.6,17.2,31.4,29.8,33.6,37.6,44.5,51.5,31.6,32.3,65.8,-11.7,,,,,,,,,,,,,,,,,,
Arkansas Little Rock,SB,2015,NA,NA,30,12,0.4,102.9,108,0.3645,47.6,51,15.6,19.9,28.4,31.2,36,40.8,45.8,49.1,34,36.3,64.7,-13.1,,,,,,,,,,,,,,,,,,
Arkansas St.,SB,2015,NA,NA,28,10,0.357142857,93.5,106.2,0.188,45.3,48.3,20,17.6,29.7,32.7,33,34.7,44.1,47.6,32,33.1,66,-13,,,,,,,,,,,,,,,,,,
Georgia Southern,SB,2015,NA,NA,28,19,0.678571429,98.2,97.5,0.5203,47.3,46.2,18.3,22,32.6,32.2,36.2,32.7,47.5,45.9,31.4,31.2,63.8,-4.6,,,,,,,,,,,,,,,,,,
Louisiana Lafayette,SB,2015,NA,NA,33,19,0.575757576,104.1,100.6,0.5957,50.1,48,20.5,18.4,34.6,27.6,39.6,37.4,49.2,47.8,34.7,32.3,70.4,-8.2,,,,,,,,,,,,,,,,,,
Louisiana Monroe,SB,2015,NA,NA,34,20,0.588235294,98,98,0.4977,45.6,44.7,18,17.2,32.6,29.4,26.1,29.7,46,44.3,29.9,30.2,62,-7,,,,,,,,,,,,,,,,,,
South Alabama,SB,2015,NA,NA,31,10,0.322580645,99.5,109.5,0.2484,47.8,49,20.9,15.2,30,33.1,41.9,34.1,47,48.1,32.9,34.2,68.8,-15.4,,,,,,,,,,,,,,,,,,
Texas St.,SB,2015,NA,NA,28,11,0.392857143,91.8,96.7,0.3535,44,47.6,19.9,23.1,29,31.8,36.5,36.6,42.8,48.6,31.1,30.5,61.7,-11.8,,,,,,,,,,,,,,,,,,
Troy,SB,2015,NA,NA,27,8,0.296296296,97.9,107.9,0.2467,48.9,50.8,21.2,19.5,31.3,33.7,38,28.3,48.1,51.2,33.5,33.3,65,-14.7,,,,,,,,,,,,,,,,,,
